account_id,customer_id,account_type,account_purpose,base_currency,status,opened_on,per_transaction_limit_chf,monthly_limit_chf
AC1373,CU1297,debit,daily_spending,CHF,active,2024-06-05,1200,4500
AC1374,CU1298,debit,daily_spending,CHF,active,2023-12-10,1400,5000
AC1375,CU1299,debit,daily_spending,CHF,active,2021-09-27,1600,5500
AC1376,CU1300,debit,daily_spending,CHF,active,2019-02-16,1000,3600
AC1377,CU1301,debit,daily_spending,CHF,active,2020-04-14,1600,5500
AC1378,CU1302,debit,daily_spending,CHF,active,2016-12-24,1600,5500
AC1379,CU1303,credit,daily_spending,CHF,active,2022-05-16,2500,7500
AC1380,CU1304,debit,daily_spending,CHF,active,2021-10-13,1200,4500
AC1381,CU1304,prepaid,travel,CHF,active,2024-07-22,1000,3600
AC1382,CU1305,debit,daily_spending,CHF,active,2019-05-17,800,2800
AC1383,CU1306,credit,daily_spending,CHF,active,2024-03-26,3500,9500
AC1384,CU1307,debit,daily_spending,CHF,active,2017-10-25,1000,4000
AC1385,CU1308,debit,daily_spending,CHF,active,2019-10-08,1000,3600
AC1386,CU1309,debit,daily_spending,CHF,active,2018-11-13,1000,3600
AC1387,CU1310,debit,daily_spending,CHF,active,2022-07-13,1000,4000
AC1388,CU1311,credit,daily_spending,CHF,active,2019-06-26,3000,8500
AC1389,CU1312,debit,daily_spending,CHF,active,2015-04-26,1200,4500
AC1390,CU1313,debit,daily_spending,CHF,active,2016-06-17,1000,3600
AC1391,CU1314,debit,daily_spending,CHF,active,2021-12-27,1000,3600
AC1392,CU1315,debit,daily_spending,CHF,active,2016-09-18,1400,5000
AC1393,CU1316,debit,daily_spending,CHF,active,2018-04-22,1200,4500
AC1394,CU1317,debit,daily_spending,CHF,active,2020-02-22,1000,3600
AC1395,CU1318,debit,daily_spending,CHF,active,2018-12-01,1400,5000
AC1396,CU1319,credit,daily_spending,CHF,active,2020-08-12,3500,9500
AC1397,CU1319,credit,business,CHF,active,2025-06-30,3000,8500
AC1398,CU1320,debit,daily_spending,CHF,active,2016-05-02,1000,3600
AC1399,CU1321,debit,daily_spending,CHF,active,2022-07-27,1000,4000
AC1400,CU1321,prepaid,online,CHF,active,2025-06-30,600,2000
AC1401,CU1322,debit,daily_spending,CHF,active,2018-04-14,1000,3600
AC1402,CU1323,debit,daily_spending,CHF,active,2015-04-18,1600,5500
AC1403,CU1324,debit,daily_spending,CHF,active,2017-09-25,1000,4000
AC1404,CU1325,debit,daily_spending,CHF,active,2021-06-07,800,2800
AC1405,CU1326,debit,daily_spending,CHF,active,2018-03-15,1200,4500
AC1406,CU1327,debit,daily_spending,CHF,active,2015-05-27,800,2800
AC1407,CU1328,debit,daily_spending,CHF,active,2015-05-20,1400,5000
AC1408,CU1329,credit,daily_spending,CHF,active,2022-04-19,2500,7500
AC1409,CU1329,credit,events,CHF,active,2022-11-13,3000,8500
AC1410,CU1330,debit,daily_spending,CHF,active,2023-11-03,1600,5500
AC1411,CU1331,debit,daily_spending,CHF,active,2018-03-27,1400,5000
AC1412,CU1331,debit,shared_household,CHF,active,2018-11-20,1000,4000
AC1413,CU1332,credit,daily_spending,CHF,active,2022-01-10,3500,9500
AC1414,CU1333,debit,daily_spending,CHF,active,2022-10-05,1400,5000
AC1415,CU1333,credit,renovation,CHF,active,2025-06-30,2000,6500
AC1416,CU1334,debit,daily_spending,CHF,active,2018-04-09,1600,5500
AC1417,CU1335,credit,daily_spending,CHF,active,2019-12-10,3500,9500
AC1418,CU1336,debit,daily_spending,CHF,active,2018-07-07,1200,4500
AC1419,CU1337,credit,daily_spending,CHF,active,2019-09-20,2500,7500
AC1420,CU1338,credit,daily_spending,CHF,active,2017-11-26,4000,11000
AC1421,CU1339,debit,daily_spending,CHF,active,2019-01-26,800,2800
AC1422,CU1340,credit,daily_spending,CHF,active,2022-08-14,4000,11000
AC1423,CU1340,credit,business,CHF,active,2025-06-30,3500,9500
AC1424,CU1341,debit,daily_spending,CHF,active,2024-06-06,1400,5000
AC1425,CU1342,credit,daily_spending,CHF,active,2017-06-23,3500,9500
AC1426,CU1343,credit,daily_spending,CHF,active,2023-02-21,2500,7500
AC1427,CU1344,debit,daily_spending,CHF,active,2018-03-20,1000,3600
AC1428,CU1345,debit,daily_spending,CHF,active,2014-12-15,1400,5000
AC1429,CU1346,debit,daily_spending,CHF,active,2023-10-03,800,2800
AC1430,CU1346,prepaid,travel,CHF,active,2025-06-30,900,3200
AC1431,CU1347,credit,daily_spending,CHF,active,2022-06-09,4000,11000
AC1432,CU1348,debit,daily_spending,CHF,active,2015-08-09,1000,3600
AC1433,CU1349,debit,daily_spending,CHF,active,2023-07-22,1000,4000
AC1434,CU1349,prepaid,travel,CHF,active,2025-06-30,1000,3600
AC1435,CU1350,debit,daily_spending,CHF,active,2021-09-03,1000,4000
AC1436,CU1351,debit,daily_spending,CHF,active,2014-11-19,1000,3600
AC1437,CU1352,credit,daily_spending,CHF,active,2016-05-04,3000,8500
AC1438,CU1353,debit,daily_spending,CHF,active,2024-04-12,1200,4500
AC1439,CU1353,credit,renovation,CHF,active,2025-06-30,2000,6500
AC1440,CU1354,credit,daily_spending,CHF,active,2019-11-26,4000,11000
AC1441,CU1355,credit,daily_spending,CHF,active,2016-02-09,3500,9500
AC1442,CU1356,debit,daily_spending,CHF,active,2014-07-05,1200,4500
AC1443,CU1357,credit,daily_spending,CHF,active,2015-11-04,3500,9500
AC1444,CU1358,credit,daily_spending,CHF,active,2022-01-06,2500,7500
AC1445,CU1358,credit,travel,CHF,active,2025-06-30,4000,11000
AC1446,CU1359,debit,daily_spending,CHF,active,2014-05-23,1600,5500
AC1447,CU1360,debit,daily_spending,CHF,active,2021-01-12,1000,3600
AC1448,CU1360,prepaid,travel,CHF,active,2024-07-10,600,2000
AC1449,CU1361,debit,daily_spending,CHF,active,2023-11-15,1200,4500
AC1450,CU1361,prepaid,travel,CHF,active,2025-06-30,600,2000
AC1451,CU1362,debit,daily_spending,CHF,active,2021-03-24,1000,4000
AC1452,CU1362,prepaid,travel,CHF,active,2025-06-30,1000,3600
AC1453,CU1363,debit,daily_spending,CHF,active,2015-02-16,1000,3600
AC1454,CU1363,debit,family,CHF,active,2021-11-19,800,2800
AC1455,CU1364,debit,daily_spending,CHF,active,2017-10-22,1000,4000
AC1456,CU1365,debit,daily_spending,CHF,active,2022-09-22,800,2800
AC1457,CU1366,debit,daily_spending,CHF,active,2018-04-11,1200,4500
AC1458,CU1367,debit,daily_spending,CHF,active,2016-08-06,1200,4500
AC1459,CU1368,credit,daily_spending,CHF,active,2019-10-18,2000,6500
AC1460,CU1368,credit,travel,CHF,active,2024-07-31,2500,7500
AC1461,CU1369,credit,daily_spending,CHF,active,2015-08-24,2000,6500
AC1462,CU1369,credit,events,CHF,active,2018-02-27,3000,8500
AC1463,CU1370,debit,daily_spending,CHF,active,2016-08-13,1600,5500
AC1464,CU1371,debit,daily_spending,CHF,active,2019-09-02,1600,5500
AC1465,CU1372,debit,daily_spending,CHF,active,2015-10-27,1400,5000
AC1466,CU1373,credit,daily_spending,CHF,active,2018-08-01,2500,7500
AC1467,CU1374,credit,daily_spending,CHF,active,2018-12-14,2500,7500
AC1468,CU1375,debit,daily_spending,CHF,active,2021-02-05,1600,5500
AC1469,CU1376,credit,daily_spending,CHF,active,2018-01-20,4000,11000
AC1470,CU1377,debit,daily_spending,CHF,active,2014-05-25,1400,5000
AC1471,CU1378,debit,daily_spending,CHF,active,2020-04-11,1000,4000
AC1472,CU1379,debit,daily_spending,CHF,active,2020-01-23,800,2800
AC1473,CU1380,debit,daily_spending,CHF,active,2021-08-02,800,2800
AC1474,CU1380,credit,renovation,CHF,active,2023-12-31,4000,11000
AC1475,CU1381,debit,daily_spending,CHF,active,2023-08-09,1200,4500
AC1476,CU1381,debit,shared_household,CHF,active,2025-06-30,1600,5500
AC1477,CU1382,debit,daily_spending,CHF,active,2015-04-13,1000,4000
AC1478,CU1383,debit,daily_spending,CHF,active,2020-03-28,1000,4000
AC1479,CU1384,debit,daily_spending,CHF,active,2018-09-22,1400,5000
AC1480,CU1384,prepaid,online,CHF,active,2024-08-03,800,2800
AC1481,CU1385,credit,daily_spending,CHF,active,2021-08-09,3500,9500
AC1482,CU1386,debit,daily_spending,CHF,active,2023-03-17,1600,5500
AC1483,CU1387,debit,daily_spending,CHF,active,2024-05-23,1400,5000
AC1484,CU1387,debit,family,CHF,active,2025-06-30,800,2800
AC1485,CU1388,debit,daily_spending,CHF,active,2018-10-12,1400,5000
AC1486,CU1389,credit,daily_spending,CHF,active,2022-08-22,2000,6500
AC1487,CU1390,debit,daily_spending,CHF,active,2024-07-17,1600,5500
AC1488,CU1390,debit,shared_household,CHF,active,2025-06-30,1200,4500
AC1489,CU1391,credit,daily_spending,CHF,active,2020-11-20,3000,8500
AC1490,CU1392,debit,daily_spending,CHF,active,2017-10-28,1000,3600
AC1491,CU1393,debit,daily_spending,CHF,active,2020-03-19,1200,4500
AC1492,CU1394,credit,daily_spending,CHF,active,2022-03-24,3500,9500
AC1493,CU1395,credit,daily_spending,CHF,active,2019-09-27,2000,6500
AC1494,CU1396,debit,daily_spending,CHF,active,2024-11-03,1200,4500
AC1495,CU1397,credit,daily_spending,CHF,active,2016-01-01,2500,7500
AC1496,CU1398,debit,daily_spending,CHF,active,2017-07-16,1000,3600
AC1497,CU1399,credit,daily_spending,CHF,active,2020-06-22,2000,6500
AC1498,CU1400,debit,daily_spending,CHF,active,2024-08-23,1200,4500
AC1499,CU1400,debit,shared_household,CHF,active,2025-06-30,1000,4000
AC1500,CU1401,debit,daily_spending,CHF,active,2016-11-10,1000,4000
AC1501,CU1402,credit,daily_spending,CHF,active,2016-05-01,4000,11000
AC1502,CU1402,credit,events,CHF,active,2019-05-01,2000,6500
AC1503,CU1403,debit,daily_spending,CHF,active,2019-09-07,1400,5000
AC1504,CU1404,debit,daily_spending,CHF,active,2023-06-26,1600,5500
AC1505,CU1405,debit,daily_spending,CHF,active,2019-02-26,1000,4000
AC1506,CU1406,credit,daily_spending,CHF,active,2023-08-23,3000,8500
AC1507,CU1407,debit,daily_spending,CHF,active,2016-02-04,1400,5000
AC1508,CU1407,prepaid,travel,CHF,active,2017-08-15,600,2000
AC1509,CU1408,debit,daily_spending,CHF,active,2016-01-15,1400,5000
AC1510,CU1408,prepaid,online,CHF,active,2021-04-30,600,2000
AC1511,CU1409,debit,daily_spending,CHF,active,2015-09-22,1000,4000
AC1512,CU1410,debit,daily_spending,CHF,active,2016-07-22,1400,5000
AC1513,CU1410,prepaid,online,CHF,active,2022-08-05,1000,3600
AC1514,CU1411,credit,daily_spending,CHF,active,2022-10-12,2500,7500
AC1515,CU1412,debit,daily_spending,CHF,active,2020-09-10,1400,5000
AC1516,CU1413,debit,daily_spending,CHF,active,2021-03-03,1000,3600
AC1517,CU1414,debit,daily_spending,CHF,active,2016-10-26,1600,5500
AC1518,CU1414,credit,renovation,CHF,active,2019-10-12,2000,6500
AC1519,CU1415,debit,daily_spending,CHF,active,2020-05-13,1400,5000
AC1520,CU1415,prepaid,travel,CHF,active,2021-07-25,900,3200
AC1521,CU1416,credit,daily_spending,CHF,active,2016-02-26,4000,11000
AC1522,CU1417,debit,daily_spending,CHF,active,2016-02-26,1000,4000
AC1523,CU1418,debit,daily_spending,CHF,active,2022-08-07,1200,4500
AC1524,CU1419,debit,daily_spending,CHF,active,2020-03-08,800,2800
AC1525,CU1420,credit,daily_spending,CHF,active,2015-01-08,4000,11000
AC1526,CU1420,credit,travel,CHF,active,2017-03-15,2500,7500
AC1527,CU1421,credit,daily_spending,CHF,active,2024-09-22,3000,8500
AC1528,CU1422,debit,daily_spending,CHF,active,2021-11-01,1200,4500
AC1529,CU1423,credit,daily_spending,CHF,active,2017-02-21,3500,9500
AC1530,CU1423,credit,travel,CHF,active,2023-06-04,4000,11000
AC1531,CU1424,debit,daily_spending,CHF,active,2023-11-22,800,2800
AC1532,CU1425,debit,daily_spending,CHF,active,2021-01-26,1200,4500
AC1533,CU1425,debit,pet_care,CHF,active,2025-06-30,1200,4500
AC1534,CU1426,credit,daily_spending,CHF,active,2022-06-19,2000,6500
AC1535,CU1426,credit,business,CHF,active,2025-06-30,3500,9500
AC1536,CU1427,debit,daily_spending,CHF,active,2023-02-19,1400,5000
AC1537,CU1428,debit,daily_spending,CHF,active,2019-05-14,1400,5000
AC1538,CU1429,debit,daily_spending,CHF,active,2021-06-02,1000,3600
AC1539,CU1430,credit,daily_spending,CHF,active,2024-12-12,3000,8500
AC1540,CU1430,credit,business,CHF,active,2025-06-30,3500,9500
AC1541,CU1431,debit,daily_spending,CHF,active,2014-01-25,1600,5500
AC1542,CU1432,credit,daily_spending,CHF,active,2021-02-06,2500,7500
AC1543,CU1433,debit,daily_spending,CHF,active,2014-04-11,800,2800
AC1544,CU1434,debit,daily_spending,CHF,active,2021-05-23,800,2800
AC1545,CU1435,credit,daily_spending,CHF,active,2015-12-11,3000,8500
AC1546,CU1436,debit,daily_spending,CHF,active,2020-05-03,800,2800
AC1547,CU1437,credit,daily_spending,CHF,active,2021-06-08,2500,7500
AC1548,CU1438,debit,daily_spending,CHF,active,2015-02-19,1600,5500
AC1549,CU1438,prepaid,travel,CHF,active,2017-10-12,600,2000
AC1550,CU1439,credit,daily_spending,CHF,active,2023-01-09,2000,6500
AC1551,CU1440,credit,daily_spending,CHF,active,2018-09-24,3500,9500
AC1552,CU1440,credit,business,CHF,active,2024-01-08,4000,11000
AC1553,CU1441,debit,daily_spending,CHF,active,2019-03-25,1600,5500
AC1554,CU1442,debit,daily_spending,CHF,active,2018-01-22,800,2800
AC1555,CU1442,prepaid,online,CHF,active,2020-08-11,1000,3600
AC1556,CU1443,debit,daily_spending,CHF,active,2018-07-01,1000,3600
AC1557,CU1443,prepaid,travel,CHF,active,2023-01-10,600,2000
AC1558,CU1444,debit,daily_spending,CHF,active,2024-06-08,1200,4500
AC1559,CU1444,prepaid,online,CHF,active,2025-06-30,600,2000
AC1560,CU1445,debit,daily_spending,CHF,active,2024-02-24,1000,3600
AC1561,CU1446,debit,daily_spending,CHF,active,2021-08-26,1400,5000
AC1562,CU1446,prepaid,online,CHF,active,2025-06-30,1000,3600
AC1563,CU1447,debit,daily_spending,CHF,active,2023-11-09,1600,5500
AC1564,CU1448,credit,daily_spending,CHF,active,2014-09-22,2000,6500
AC1565,CU1449,debit,daily_spending,CHF,active,2024-09-11,1000,4000
AC1566,CU1450,debit,daily_spending,CHF,active,2021-12-23,1000,4000
AC1567,CU1451,debit,daily_spending,CHF,active,2019-02-05,1000,3600
AC1568,CU1452,debit,daily_spending,CHF,active,2015-05-27,1200,4500
AC1569,CU1452,prepaid,online,CHF,active,2016-01-28,1000,3600
AC1570,CU1453,credit,daily_spending,CHF,active,2023-02-18,2000,6500
AC1571,CU1454,debit,daily_spending,CHF,active,2024-01-13,1000,4000
AC1572,CU1455,credit,daily_spending,CHF,active,2015-03-11,4000,11000
AC1573,CU1456,debit,daily_spending,CHF,active,2024-04-08,1600,5500
AC1574,CU1457,debit,daily_spending,CHF,active,2015-01-12,1200,4500
AC1575,CU1458,debit,daily_spending,CHF,active,2014-12-19,1400,5000
AC1576,CU1459,credit,daily_spending,CHF,active,2024-04-15,2000,6500
AC1577,CU1459,credit,travel,CHF,active,2025-06-30,2500,7500
AC1578,CU1460,debit,daily_spending,CHF,active,2016-02-19,1000,3600
AC1579,CU1460,prepaid,online,CHF,active,2021-07-16,800,2800
AC1580,CU1461,credit,daily_spending,CHF,active,2014-05-18,2000,6500
AC1581,CU1462,debit,daily_spending,CHF,active,2017-08-05,800,2800
AC1582,CU1462,debit,family,CHF,active,2019-03-15,1600,5500
AC1583,CU1463,credit,daily_spending,CHF,active,2019-09-17,3500,9500
AC1584,CU1464,debit,daily_spending,CHF,active,2024-11-21,1400,5000
AC1585,CU1465,debit,daily_spending,CHF,active,2015-01-17,1400,5000
AC1586,CU1465,debit,shared_household,CHF,active,2018-02-16,1200,4500
AC1587,CU1466,credit,daily_spending,CHF,active,2015-11-12,2000,6500
AC1588,CU1467,debit,daily_spending,CHF,active,2017-08-02,1000,3600
AC1589,CU1468,debit,daily_spending,CHF,active,2014-08-16,1400,5000
AC1590,CU1468,credit,renovation,CHF,active,2020-10-22,2000,6500
AC1591,CU1469,debit,daily_spending,CHF,active,2018-12-16,1200,4500
AC1592,CU1470,credit,daily_spending,CHF,active,2024-02-10,2000,6500
AC1593,CU1471,debit,daily_spending,CHF,active,2019-09-05,1000,4000
AC1594,CU1472,debit,daily_spending,CHF,active,2024-02-08,1000,3600
AC1595,CU1473,debit,daily_spending,CHF,active,2022-12-27,1600,5500
AC1596,CU1473,debit,shared_household,CHF,active,2025-06-30,800,2800
AC1597,CU1474,debit,daily_spending,CHF,active,2015-06-09,1000,4000
AC1598,CU1475,debit,daily_spending,CHF,active,2024-04-05,1400,5000
AC1599,CU1476,debit,daily_spending,CHF,active,2016-04-17,1000,4000
AC1600,CU1477,debit,daily_spending,CHF,active,2022-12-08,1000,3600
AC1601,CU1478,credit,daily_spending,CHF,active,2023-10-10,2000,6500
AC1602,CU1478,credit,business,CHF,active,2024-04-30,3000,8500
AC1603,CU1479,debit,daily_spending,CHF,active,2015-02-23,1000,3600
AC1604,CU1480,credit,daily_spending,CHF,active,2017-07-02,3000,8500
AC1605,CU1481,debit,daily_spending,CHF,active,2015-02-21,1000,4000
AC1606,CU1482,credit,daily_spending,CHF,active,2020-07-24,2500,7500
AC1607,CU1483,credit,daily_spending,CHF,active,2020-11-19,3000,8500
AC1608,CU1484,debit,daily_spending,CHF,active,2018-05-05,1400,5000
AC1609,CU1485,debit,daily_spending,CHF,active,2020-05-16,1200,4500
AC1610,CU1486,debit,daily_spending,CHF,active,2017-12-11,1000,3600
AC1611,CU1487,debit,daily_spending,CHF,active,2024-05-01,1200,4500
AC1612,CU1488,debit,daily_spending,CHF,active,2024-12-25,1400,5000
AC1613,CU1488,debit,shared_household,CHF,active,2025-06-30,1000,3600
AC1614,CU1489,debit,daily_spending,CHF,active,2015-05-04,1200,4500
AC1615,CU1490,debit,daily_spending,CHF,active,2017-09-07,1000,3600
AC1616,CU1490,prepaid,online,CHF,active,2023-09-05,1000,3600
AC1617,CU1491,credit,daily_spending,CHF,active,2016-09-14,2000,6500
AC1618,CU1492,debit,daily_spending,CHF,active,2018-06-07,1600,5500
AC1619,CU1493,credit,daily_spending,CHF,active,2015-03-02,2000,6500
AC1620,CU1494,credit,daily_spending,CHF,active,2021-06-23,3500,9500
AC1621,CU1494,credit,business,CHF,active,2023-02-23,3000,8500
AC1622,CU1495,debit,daily_spending,CHF,active,2023-04-26,800,2800
AC1623,CU1496,credit,daily_spending,CHF,active,2019-07-11,2500,7500
AC1624,CU1496,credit,business,CHF,active,2022-07-18,2000,6500
AC1625,CU1497,credit,daily_spending,CHF,active,2014-10-01,3500,9500
AC1626,CU1497,credit,business,CHF,active,2017-11-27,2000,6500
AC1627,CU1498,debit,daily_spending,CHF,active,2019-07-03,1200,4500
AC1628,CU1499,debit,daily_spending,CHF,active,2018-06-21,1400,5000
AC1629,CU1499,debit,family,CHF,active,2019-09-10,800,2800
AC1630,CU1500,debit,daily_spending,CHF,active,2021-04-14,1000,3600
